filename,x,y,source_x,source_y
mirror_Vertical_velocity_20_Source_x_-1.27_Source_y_-0.675.txt,-1.275,-0.750,-1.275,-0.675
mirror_Vertical_velocity_20_Source_x_-1.2_Source_y_-0.75.txt,-1.275,-0.750,-1.200,-0.750
Vertical_velocity_20_Source_x_-1.35_Source_y_0.75.txt,-1.275,0.750,-1.350,0.750
Vertical_velocity_20_Source_x_-1.275_Source_y_0.675.txt,-1.275,0.750,-1.275,0.675
Vertical_velocity_20_Source_x_-1.275_Source_y_0.825.txt,-1.275,0.750,-1.275,0.825
Vertical_velocity_20_Source_x_-1.2_Source_y_0.75.txt,-1.275,0.750,-1.200,0.750
mirror_Vertical_velocity_20_Source_x_1.2_Source_y_-0.75.txt,1.275,-0.750,1.200,-0.750
mirror_Vertical_velocity_20_Source_x_1.27_Source_y_-0.825.txt,1.275,-0.750,1.275,-0.825
mirror_Vertical_velocity_20_Source_x_1.27_Source_y_-0.675.txt,1.275,-0.750,1.275,-0.675
mirror_Vertical_velocity_20_Source_x_1.35_Source_y_-0.75.txt,1.275,-0.750,1.350,-0.750
mirror_Vertical_velocity_20_Source_x_1.2_Source_y_0.75.txt,1.275,0.750,1.200,0.750
mirror_Vertical_velocity_20_Source_x_1.27_Source_y_0.675.txt,1.275,0.750,1.275,0.675
mirror_Vertical_velocity_20_Source_x_1.27_Source_y_0.825.txt,1.275,0.750,1.275,0.825
mirror_Vertical_velocity_20_Source_x_1.35_Source_y_0.75.txt,1.275,0.750,1.350,0.750
mirror_Vertical_velocity_21_Source_x_-1.2_Source_y_-0.75.txt,-1.125,-0.750,-1.200,-0.750
mirror_Vertical_velocity_21_Source_x_-1.12_Source_y_-0.825.txt,-1.125,-0.750,-1.125,-0.825
mirror_Vertical_velocity_21_Source_x_-1.12_Source_y_-0.675.txt,-1.125,-0.750,-1.125,-0.675
mirror_Vertical_velocity_21_Source_x_-1.05_Source_y_-0.75.txt,-1.125,-0.750,-1.050,-0.750
Vertical_velocity_21_Source_x_-1.2_Source_y_0.75.txt,-1.125,0.750,-1.200,0.750
Vertical_velocity_21_Source_x_-1.125_Source_y_0.675.txt,-1.125,0.750,-1.125,0.675
Vertical_velocity_21_Source_x_-1.125_Source_y_0.825.txt,-1.125,0.750,-1.125,0.825
Vertical_velocity_21_Source_x_-1.05_Source_y_0.75.txt,-1.125,0.750,-1.050,0.750
mirror_Vertical_velocity_21_Source_x_1.05_Source_y_-0.75.txt,1.125,-0.750,1.050,-0.750
mirror_Vertical_velocity_21_Source_x_1.12_Source_y_-0.825.txt,1.125,-0.750,1.125,-0.825
mirror_Vertical_velocity_21_Source_x_1.12_Source_y_-0.675.txt,1.125,-0.750,1.125,-0.675
mirror_Vertical_velocity_21_Source_x_1.2_Source_y_-0.75.txt,1.125,-0.750,1.200,-0.750
mirror_Vertical_velocity_21_Source_x_1.05_Source_y_0.75.txt,1.125,0.750,1.050,0.750
mirror_Vertical_velocity_21_Source_x_1.12_Source_y_0.675.txt,1.125,0.750,1.125,0.675
mirror_Vertical_velocity_21_Source_x_1.12_Source_y_0.825.txt,1.125,0.750,1.125,0.825
mirror_Vertical_velocity_21_Source_x_1.2_Source_y_0.75.txt,1.125,0.750,1.200,0.750
mirror_Vertical_velocity_22_Source_x_-1.05_Source_y_-0.75.txt,-0.975,-0.750,-1.050,-0.750
mirror_Vertical_velocity_22_Source_x_-0.975_Source_y_-0.825.txt,-0.975,-0.750,-0.975,-0.825
mirror_Vertical_velocity_22_Source_x_-0.975_Source_y_-0.675.txt,-0.975,-0.750,-0.975,-0.675
mirror_Vertical_velocity_22_Source_x_-0.9_Source_y_-0.75.txt,-0.975,-0.750,-0.900,-0.750
Vertical_velocity_22_Source_x_-1.05_Source_y_0.75.txt,-0.975,0.750,-1.050,0.750
Vertical_velocity_22_Source_x_-0.975_Source_y_0.675.txt,-0.975,0.750,-0.975,0.675
Vertical_velocity_22_Source_x_-0.975_Source_y_0.825.txt,-0.975,0.750,-0.975,0.825
Vertical_velocity_22_Source_x_-0.9_Source_y_0.75.txt,-0.975,0.750,-0.900,0.750
mirror_Vertical_velocity_22_Source_x_0.9_Source_y_-0.75.txt,0.975,-0.750,0.900,-0.750
mirror_Vertical_velocity_22_Source_x_0.975_Source_y_-0.825.txt,0.975,-0.750,0.975,-0.825
mirror_Vertical_velocity_22_Source_x_0.975_Source_y_-0.675.txt,0.975,-0.750,0.975,-0.675
mirror_Vertical_velocity_22_Source_x_1.05_Source_y_-0.75.txt,0.975,-0.750,1.050,-0.750
mirror_Vertical_velocity_22_Source_x_0.9_Source_y_0.75.txt,0.975,0.750,0.900,0.750
mirror_Vertical_velocity_22_Source_x_0.975_Source_y_0.675.txt,0.975,0.750,0.975,0.675
mirror_Vertical_velocity_22_Source_x_0.975_Source_y_0.825.txt,0.975,0.750,0.975,0.825
mirror_Vertical_velocity_22_Source_x_1.05_Source_y_0.75.txt,0.975,0.750,1.050,0.750
mirror_Vertical_velocity_23_Source_x_-0.9_Source_y_-0.75.txt,-0.825,-0.750,-0.900,-0.750
mirror_Vertical_velocity_23_Source_x_-0.825_Source_y_-0.825.txt,-0.825,-0.750,-0.825,-0.825
mirror_Vertical_velocity_23_Source_x_-0.825_Source_y_-0.675.txt,-0.825,-0.750,-0.825,-0.675
mirror_Vertical_velocity_23_Source_x_-0.75_Source_y_-0.75.txt,-0.825,-0.750,-0.750,-0.750
Vertical_velocity_23_Source_x_-0.9_Source_y_0.75.txt,-0.825,0.750,-0.900,0.750
Vertical_velocity_23_Source_x_-0.825_Source_y_0.675.txt,-0.825,0.750,-0.825,0.675
Vertical_velocity_23_Source_x_-0.825_Source_y_0.825.txt,-0.825,0.750,-0.825,0.825
Vertical_velocity_23_Source_x_-0.75_Source_y_0.75.txt,-0.825,0.750,-0.750,0.750
mirror_Vertical_velocity_23_Source_x_0.75_Source_y_-0.75.txt,0.825,-0.750,0.750,-0.750
mirror_Vertical_velocity_23_Source_x_0.825_Source_y_-0.825.txt,0.825,-0.750,0.825,-0.825
mirror_Vertical_velocity_23_Source_x_0.825_Source_y_-0.675.txt,0.825,-0.750,0.825,-0.675
mirror_Vertical_velocity_23_Source_x_0.9_Source_y_-0.75.txt,0.825,-0.750,0.900,-0.750
mirror_Vertical_velocity_23_Source_x_0.75_Source_y_0.75.txt,0.825,0.750,0.750,0.750
mirror_Vertical_velocity_23_Source_x_0.825_Source_y_0.675.txt,0.825,0.750,0.825,0.675
mirror_Vertical_velocity_23_Source_x_0.825_Source_y_0.825.txt,0.825,0.750,0.825,0.825
mirror_Vertical_velocity_23_Source_x_0.9_Source_y_0.75.txt,0.825,0.750,0.900,0.750
mirror_Vertical_velocity_24_Source_x_-0.75_Source_y_-0.75.txt,-0.675,-0.750,-0.750,-0.750
mirror_Vertical_velocity_24_Source_x_-0.675_Source_y_-0.825.txt,-0.675,-0.750,-0.675,-0.825
mirror_Vertical_velocity_24_Source_x_-0.675_Source_y_-0.675.txt,-0.675,-0.750,-0.675,-0.675
mirror_Vertical_velocity_24_Source_x_-0.6_Source_y_-0.75.txt,-0.675,-0.750,-0.600,-0.750
Vertical_velocity_24_Source_x_-0.75_Source_y_0.75.txt,-0.675,0.750,-0.750,0.750
Vertical_velocity_24_Source_x_-0.675_Source_y_0.675.txt,-0.675,0.750,-0.675,0.675
Vertical_velocity_24_Source_x_-0.675_Source_y_0.825.txt,-0.675,0.750,-0.675,0.825
Vertical_velocity_24_Source_x_-0.6_Source_y_0.75.txt,-0.675,0.750,-0.600,0.750
mirror_Vertical_velocity_24_Source_x_0.6_Source_y_-0.75.txt,0.675,-0.750,0.600,-0.750
mirror_Vertical_velocity_24_Source_x_0.675_Source_y_-0.825.txt,0.675,-0.750,0.675,-0.825
mirror_Vertical_velocity_24_Source_x_0.675_Source_y_-0.675.txt,0.675,-0.750,0.675,-0.675
mirror_Vertical_velocity_24_Source_x_0.75_Source_y_-0.75.txt,0.675,-0.750,0.750,-0.750
mirror_Vertical_velocity_24_Source_x_0.6_Source_y_0.75.txt,0.675,0.750,0.600,0.750
mirror_Vertical_velocity_24_Source_x_0.675_Source_y_0.675.txt,0.675,0.750,0.675,0.675
mirror_Vertical_velocity_24_Source_x_0.675_Source_y_0.825.txt,0.675,0.750,0.675,0.825
mirror_Vertical_velocity_24_Source_x_0.75_Source_y_0.75.txt,0.675,0.750,0.750,0.750
mirror_Vertical_velocity_25_Source_x_-0.6_Source_y_-0.75.txt,-0.525,-0.750,-0.600,-0.750
mirror_Vertical_velocity_25_Source_x_-0.525_Source_y_-0.825.txt,-0.525,-0.750,-0.525,-0.825
mirror_Vertical_velocity_25_Source_x_-0.525_Source_y_-0.675.txt,-0.525,-0.750,-0.525,-0.675
mirror_Vertical_velocity_25_Source_x_-0.45_Source_y_-0.75.txt,-0.525,-0.750,-0.450,-0.750
Vertical_velocity_25_Source_x_-0.6_Source_y_0.75.txt,-0.525,0.750,-0.600,0.750
Vertical_velocity_25_Source_x_-0.525_Source_y_0.675.txt,-0.525,0.750,-0.525,0.675
Vertical_velocity_25_Source_x_-0.525_Source_y_0.825.txt,-0.525,0.750,-0.525,0.825
Vertical_velocity_25_Source_x_-0.45_Source_y_0.75.txt,-0.525,0.750,-0.450,0.750
mirror_Vertical_velocity_25_Source_x_0.45_Source_y_-0.75.txt,0.525,-0.750,0.450,-0.750
mirror_Vertical_velocity_25_Source_x_0.525_Source_y_-0.825.txt,0.525,-0.750,0.525,-0.825
mirror_Vertical_velocity_25_Source_x_0.525_Source_y_-0.675.txt,0.525,-0.750,0.525,-0.675
mirror_Vertical_velocity_25_Source_x_0.6_Source_y_-0.75.txt,0.525,-0.750,0.600,-0.750
mirror_Vertical_velocity_25_Source_x_0.45_Source_y_0.75.txt,0.525,0.750,0.450,0.750
mirror_Vertical_velocity_25_Source_x_0.525_Source_y_0.675.txt,0.525,0.750,0.525,0.675
mirror_Vertical_velocity_25_Source_x_0.525_Source_y_0.825.txt,0.525,0.750,0.525,0.825
mirror_Vertical_velocity_25_Source_x_0.6_Source_y_0.75.txt,0.525,0.750,0.600,0.750
mirror_Vertical_velocity_26_Source_x_-0.45_Source_y_-0.75.txt,-0.375,-0.750,-0.450,-0.750
mirror_Vertical_velocity_26_Source_x_-0.375_Source_y_-0.825.txt,-0.375,-0.750,-0.375,-0.825
mirror_Vertical_velocity_26_Source_x_-0.375_Source_y_-0.675.txt,-0.375,-0.750,-0.375,-0.675
mirror_Vertical_velocity_26_Source_x_-0.3_Source_y_-0.75.txt,-0.375,-0.750,-0.300,-0.750
Vertical_velocity_26_Source_x_-0.45_Source_y_0.75.txt,-0.375,0.750,-0.450,0.750
Vertical_velocity_26_Source_x_-0.375_Source_y_0.675.txt,-0.375,0.750,-0.375,0.675
Vertical_velocity_26_Source_x_-0.375_Source_y_0.825.txt,-0.375,0.750,-0.375,0.825
Vertical_velocity_26_Source_x_-0.3_Source_y_0.75.txt,-0.375,0.750,-0.300,0.750
mirror_Vertical_velocity_26_Source_x_0.3_Source_y_-0.75.txt,0.375,-0.750,0.300,-0.750
mirror_Vertical_velocity_26_Source_x_0.375_Source_y_-0.825.txt,0.375,-0.750,0.375,-0.825
mirror_Vertical_velocity_26_Source_x_0.375_Source_y_-0.675.txt,0.375,-0.750,0.375,-0.675
mirror_Vertical_velocity_26_Source_x_0.45_Source_y_-0.75.txt,0.375,-0.750,0.450,-0.750
mirror_Vertical_velocity_26_Source_x_0.3_Source_y_0.75.txt,0.375,0.750,0.300,0.750
mirror_Vertical_velocity_26_Source_x_0.375_Source_y_0.675.txt,0.375,0.750,0.375,0.675
mirror_Vertical_velocity_26_Source_x_0.375_Source_y_0.825.txt,0.375,0.750,0.375,0.825
mirror_Vertical_velocity_26_Source_x_0.45_Source_y_0.75.txt,0.375,0.750,0.450,0.750
mirror_Vertical_velocity_27_Source_x_-0.3_Source_y_-0.75.txt,-0.225,-0.750,-0.300,-0.750
mirror_Vertical_velocity_27_Source_x_-0.225_Source_y_-0.825.txt,-0.225,-0.750,-0.225,-0.825
mirror_Vertical_velocity_27_Source_x_-0.225_Source_y_-0.675.txt,-0.225,-0.750,-0.225,-0.675
mirror_Vertical_velocity_27_Source_x_-0.15_Source_y_-0.75.txt,-0.225,-0.750,-0.150,-0.750
Vertical_velocity_27_Source_x_-0.3_Source_y_0.75.txt,-0.225,0.750,-0.300,0.750
Vertical_velocity_27_Source_x_-0.225_Source_y_0.675.txt,-0.225,0.750,-0.225,0.675
Vertical_velocity_27_Source_x_-0.225_Source_y_0.825.txt,-0.225,0.750,-0.225,0.825
Vertical_velocity_27_Source_x_-0.15_Source_y_0.75.txt,-0.225,0.750,-0.150,0.750
mirror_Vertical_velocity_27_Source_x_0.15_Source_y_-0.75.txt,0.225,-0.750,0.150,-0.750
mirror_Vertical_velocity_27_Source_x_0.225_Source_y_-0.825.txt,0.225,-0.750,0.225,-0.825
mirror_Vertical_velocity_27_Source_x_0.225_Source_y_-0.675.txt,0.225,-0.750,0.225,-0.675
mirror_Vertical_velocity_27_Source_x_0.3_Source_y_-0.75.txt,0.225,-0.750,0.300,-0.750
mirror_Vertical_velocity_27_Source_x_0.15_Source_y_0.75.txt,0.225,0.750,0.150,0.750
mirror_Vertical_velocity_27_Source_x_0.225_Source_y_0.675.txt,0.225,0.750,0.225,0.675
mirror_Vertical_velocity_27_Source_x_0.225_Source_y_0.825.txt,0.225,0.750,0.225,0.825
mirror_Vertical_velocity_27_Source_x_0.3_Source_y_0.75.txt,0.225,0.750,0.300,0.750
mirror_Vertical_velocity_28_Source_x_-0.15_Source_y_-0.75.txt,-0.075,-0.750,-0.150,-0.750
mirror_Vertical_velocity_28_Source_x_-0.075_Source_y_-0.825.txt,-0.075,-0.750,-0.075,-0.825
mirror_Vertical_velocity_28_Source_x_-0.075_Source_y_-0.675.txt,-0.075,-0.750,-0.075,-0.675
mirror_Vertical_velocity_28_Source_x_0_Source_y_-0.75.txt,-0.075,-0.750,0.000,-0.750
Vertical_velocity_28_Source_x_-0.15_Source_y_0.75.txt,-0.075,0.750,-0.150,0.750
Vertical_velocity_28_Source_x_-0.075_Source_y_0.675.txt,-0.075,0.750,-0.075,0.675
Vertical_velocity_28_Source_x_-0.075_Source_y_0.825.txt,-0.075,0.750,-0.075,0.825
Vertical_velocity_28_Source_x_0_Source_y_0.75.txt,-0.075,0.750,0.000,0.750
mirror_Vertical_velocity_28_Source_x_-0_Source_y_-0.75.txt,0.075,-0.750,0.000,-0.750
mirror_Vertical_velocity_28_Source_x_0.075_Source_y_-0.825.txt,0.075,-0.750,0.075,-0.825
mirror_Vertical_velocity_28_Source_x_0.075_Source_y_-0.675.txt,0.075,-0.750,0.075,-0.675
mirror_Vertical_velocity_28_Source_x_0.15_Source_y_-0.75.txt,0.075,-0.750,0.150,-0.750
mirror_Vertical_velocity_28_Source_x_-0_Source_y_0.75.txt,0.075,0.750,0.000,0.750
mirror_Vertical_velocity_28_Source_x_0.075_Source_y_0.675.txt,0.075,0.750,0.075,0.675
mirror_Vertical_velocity_28_Source_x_0.075_Source_y_0.825.txt,0.075,0.750,0.075,0.825
mirror_Vertical_velocity_28_Source_x_0.15_Source_y_0.75.txt,0.075,0.750,0.150,0.750
mirror_Vertical_velocity_29_Source_x_-1.35_Source_y_-0.75.txt,-1.350,-0.675,-1.350,-0.750
mirror_Vertical_velocity_29_Source_x_-1.35_Source_y_-0.6.txt,-1.350,-0.675,-1.350,-0.600
mirror_Vertical_velocity_29_Source_x_-1.27_Source_y_-0.675.txt,-1.350,-0.675,-1.275,-0.675
Vertical_velocity_29_Source_x_-1.35_Source_y_0.6.txt,-1.350,0.675,-1.350,0.600
Vertical_velocity_29_Source_x_-1.35_Source_y_0.75.txt,-1.350,0.675,-1.350,0.750
Vertical_velocity_29_Source_x_-1.275_Source_y_0.675.txt,-1.350,0.675,-1.275,0.675
mirror_Vertical_velocity_29_Source_x_1.27_Source_y_-0.675.txt,1.350,-0.675,1.275,-0.675
mirror_Vertical_velocity_29_Source_x_1.35_Source_y_-0.75.txt,1.350,-0.675,1.350,-0.750
mirror_Vertical_velocity_29_Source_x_1.35_Source_y_-0.6.txt,1.350,-0.675,1.350,-0.600
mirror_Vertical_velocity_29_Source_x_1.27_Source_y_0.675.txt,1.350,0.675,1.275,0.675
mirror_Vertical_velocity_29_Source_x_1.35_Source_y_0.6.txt,1.350,0.675,1.350,0.600
mirror_Vertical_velocity_29_Source_x_1.35_Source_y_0.75.txt,1.350,0.675,1.350,0.750
mirror_Vertical_velocity_30_Source_x_-1.27_Source_y_-0.675.txt,-1.200,-0.675,-1.275,-0.675
mirror_Vertical_velocity_30_Source_x_-1.2_Source_y_-0.75.txt,-1.200,-0.675,-1.200,-0.750
mirror_Vertical_velocity_30_Source_x_-1.2_Source_y_-0.6.txt,-1.200,-0.675,-1.200,-0.600
mirror_Vertical_velocity_30_Source_x_-1.12_Source_y_-0.675.txt,-1.200,-0.675,-1.125,-0.675
Vertical_velocity_30_Source_x_-1.275_Source_y_0.675.txt,-1.200,0.675,-1.275,0.675
Vertical_velocity_30_Source_x_-1.2_Source_y_0.6.txt,-1.200,0.675,-1.200,0.600
Vertical_velocity_30_Source_x_-1.2_Source_y_0.75.txt,-1.200,0.675,-1.200,0.750
Vertical_velocity_30_Source_x_-1.125_Source_y_0.675.txt,-1.200,0.675,-1.125,0.675
mirror_Vertical_velocity_30_Source_x_1.12_Source_y_-0.675.txt,1.200,-0.675,1.125,-0.675
mirror_Vertical_velocity_30_Source_x_1.2_Source_y_-0.75.txt,1.200,-0.675,1.200,-0.750
mirror_Vertical_velocity_30_Source_x_1.2_Source_y_-0.6.txt,1.200,-0.675,1.200,-0.600
mirror_Vertical_velocity_30_Source_x_1.27_Source_y_-0.675.txt,1.200,-0.675,1.275,-0.675
mirror_Vertical_velocity_30_Source_x_1.12_Source_y_0.675.txt,1.200,0.675,1.125,0.675
mirror_Vertical_velocity_30_Source_x_1.2_Source_y_0.6.txt,1.200,0.675,1.200,0.600
mirror_Vertical_velocity_30_Source_x_1.2_Source_y_0.75.txt,1.200,0.675,1.200,0.750
mirror_Vertical_velocity_30_Source_x_1.27_Source_y_0.675.txt,1.200,0.675,1.275,0.675
mirror_Vertical_velocity_31_Source_x_-1.12_Source_y_-0.675.txt,-1.050,-0.675,-1.125,-0.675
mirror_Vertical_velocity_31_Source_x_-1.05_Source_y_-0.75.txt,-1.050,-0.675,-1.050,-0.750
mirror_Vertical_velocity_31_Source_x_-1.05_Source_y_-0.6.txt,-1.050,-0.675,-1.050,-0.600
mirror_Vertical_velocity_31_Source_x_-0.975_Source_y_-0.675.txt,-1.050,-0.675,-0.975,-0.675
Vertical_velocity_31_Source_x_-1.125_Source_y_0.675.txt,-1.050,0.675,-1.125,0.675
Vertical_velocity_31_Source_x_-1.05_Source_y_0.6.txt,-1.050,0.675,-1.050,0.600
Vertical_velocity_31_Source_x_-1.05_Source_y_0.75.txt,-1.050,0.675,-1.050,0.750
Vertical_velocity_31_Source_x_-0.975_Source_y_0.675.txt,-1.050,0.675,-0.975,0.675
mirror_Vertical_velocity_31_Source_x_0.975_Source_y_-0.675.txt,1.050,-0.675,0.975,-0.675
mirror_Vertical_velocity_31_Source_x_1.05_Source_y_-0.75.txt,1.050,-0.675,1.050,-0.750
mirror_Vertical_velocity_31_Source_x_1.05_Source_y_-0.6.txt,1.050,-0.675,1.050,-0.600
mirror_Vertical_velocity_31_Source_x_1.12_Source_y_-0.675.txt,1.050,-0.675,1.125,-0.675
mirror_Vertical_velocity_31_Source_x_0.975_Source_y_0.675.txt,1.050,0.675,0.975,0.675
mirror_Vertical_velocity_31_Source_x_1.05_Source_y_0.6.txt,1.050,0.675,1.050,0.600
mirror_Vertical_velocity_31_Source_x_1.05_Source_y_0.75.txt,1.050,0.675,1.050,0.750
mirror_Vertical_velocity_31_Source_x_1.12_Source_y_0.675.txt,1.050,0.675,1.125,0.675
mirror_Vertical_velocity_32_Source_x_-0.975_Source_y_-0.675.txt,-0.900,-0.675,-0.975,-0.675
mirror_Vertical_velocity_32_Source_x_-0.9_Source_y_-0.75.txt,-0.900,-0.675,-0.900,-0.750
mirror_Vertical_velocity_32_Source_x_-0.9_Source_y_-0.6.txt,-0.900,-0.675,-0.900,-0.600
mirror_Vertical_velocity_32_Source_x_-0.825_Source_y_-0.675.txt,-0.900,-0.675,-0.825,-0.675
Vertical_velocity_32_Source_x_-0.975_Source_y_0.675.txt,-0.900,0.675,-0.975,0.675
Vertical_velocity_32_Source_x_-0.9_Source_y_0.6.txt,-0.900,0.675,-0.900,0.600
Vertical_velocity_32_Source_x_-0.9_Source_y_0.75.txt,-0.900,0.675,-0.900,0.750
Vertical_velocity_32_Source_x_-0.825_Source_y_0.675.txt,-0.900,0.675,-0.825,0.675
mirror_Vertical_velocity_32_Source_x_0.825_Source_y_-0.675.txt,0.900,-0.675,0.825,-0.675
mirror_Vertical_velocity_32_Source_x_0.9_Source_y_-0.75.txt,0.900,-0.675,0.900,-0.750
mirror_Vertical_velocity_32_Source_x_0.9_Source_y_-0.6.txt,0.900,-0.675,0.900,-0.600
mirror_Vertical_velocity_32_Source_x_0.975_Source_y_-0.675.txt,0.900,-0.675,0.975,-0.675
mirror_Vertical_velocity_32_Source_x_0.825_Source_y_0.675.txt,0.900,0.675,0.825,0.675
mirror_Vertical_velocity_32_Source_x_0.9_Source_y_0.6.txt,0.900,0.675,0.900,0.600
mirror_Vertical_velocity_32_Source_x_0.9_Source_y_0.75.txt,0.900,0.675,0.900,0.750
mirror_Vertical_velocity_32_Source_x_0.975_Source_y_0.675.txt,0.900,0.675,0.975,0.675
mirror_Vertical_velocity_33_Source_x_-0.825_Source_y_-0.675.txt,-0.750,-0.675,-0.825,-0.675
mirror_Vertical_velocity_33_Source_x_-0.75_Source_y_-0.75.txt,-0.750,-0.675,-0.750,-0.750
mirror_Vertical_velocity_33_Source_x_-0.75_Source_y_-0.6.txt,-0.750,-0.675,-0.750,-0.600
mirror_Vertical_velocity_33_Source_x_-0.675_Source_y_-0.675.txt,-0.750,-0.675,-0.675,-0.675
Vertical_velocity_33_Source_x_-0.825_Source_y_0.675.txt,-0.750,0.675,-0.825,0.675
Vertical_velocity_33_Source_x_-0.75_Source_y_0.6.txt,-0.750,0.675,-0.750,0.600
Vertical_velocity_33_Source_x_-0.75_Source_y_0.75.txt,-0.750,0.675,-0.750,0.750
Vertical_velocity_33_Source_x_-0.675_Source_y_0.675.txt,-0.750,0.675,-0.675,0.675
mirror_Vertical_velocity_33_Source_x_0.675_Source_y_-0.675.txt,0.750,-0.675,0.675,-0.675
mirror_Vertical_velocity_33_Source_x_0.75_Source_y_-0.75.txt,0.750,-0.675,0.750,-0.750
mirror_Vertical_velocity_33_Source_x_0.75_Source_y_-0.6.txt,0.750,-0.675,0.750,-0.600
mirror_Vertical_velocity_33_Source_x_0.825_Source_y_-0.675.txt,0.750,-0.675,0.825,-0.675
mirror_Vertical_velocity_33_Source_x_0.675_Source_y_0.675.txt,0.750,0.675,0.675,0.675
mirror_Vertical_velocity_33_Source_x_0.75_Source_y_0.6.txt,0.750,0.675,0.750,0.600
mirror_Vertical_velocity_33_Source_x_0.75_Source_y_0.75.txt,0.750,0.675,0.750,0.750
mirror_Vertical_velocity_33_Source_x_0.825_Source_y_0.675.txt,0.750,0.675,0.825,0.675
mirror_Vertical_velocity_34_Source_x_-0.675_Source_y_-0.675.txt,-0.600,-0.675,-0.675,-0.675
mirror_Vertical_velocity_34_Source_x_-0.6_Source_y_-0.75.txt,-0.600,-0.675,-0.600,-0.750
mirror_Vertical_velocity_34_Source_x_-0.6_Source_y_-0.6.txt,-0.600,-0.675,-0.600,-0.600
mirror_Vertical_velocity_34_Source_x_-0.525_Source_y_-0.675.txt,-0.600,-0.675,-0.525,-0.675
Vertical_velocity_34_Source_x_-0.675_Source_y_0.675.txt,-0.600,0.675,-0.675,0.675
Vertical_velocity_34_Source_x_-0.6_Source_y_0.6.txt,-0.600,0.675,-0.600,0.600
Vertical_velocity_34_Source_x_-0.6_Source_y_0.75.txt,-0.600,0.675,-0.600,0.750
Vertical_velocity_34_Source_x_-0.525_Source_y_0.675.txt,-0.600,0.675,-0.525,0.675
mirror_Vertical_velocity_34_Source_x_0.525_Source_y_-0.675.txt,0.600,-0.675,0.525,-0.675
mirror_Vertical_velocity_34_Source_x_0.6_Source_y_-0.75.txt,0.600,-0.675,0.600,-0.750
mirror_Vertical_velocity_34_Source_x_0.6_Source_y_-0.6.txt,0.600,-0.675,0.600,-0.600
mirror_Vertical_velocity_34_Source_x_0.675_Source_y_-0.675.txt,0.600,-0.675,0.675,-0.675
mirror_Vertical_velocity_34_Source_x_0.525_Source_y_0.675.txt,0.600,0.675,0.525,0.675
mirror_Vertical_velocity_34_Source_x_0.6_Source_y_0.6.txt,0.600,0.675,0.600,0.600
mirror_Vertical_velocity_34_Source_x_0.6_Source_y_0.75.txt,0.600,0.675,0.600,0.750
mirror_Vertical_velocity_34_Source_x_0.675_Source_y_0.675.txt,0.600,0.675,0.675,0.675
mirror_Vertical_velocity_35_Source_x_-0.525_Source_y_-0.675.txt,-0.450,-0.675,-0.525,-0.675
mirror_Vertical_velocity_35_Source_x_-0.45_Source_y_-0.75.txt,-0.450,-0.675,-0.450,-0.750
mirror_Vertical_velocity_35_Source_x_-0.45_Source_y_-0.6.txt,-0.450,-0.675,-0.450,-0.600
mirror_Vertical_velocity_35_Source_x_-0.375_Source_y_-0.675.txt,-0.450,-0.675,-0.375,-0.675
Vertical_velocity_35_Source_x_-0.525_Source_y_0.675.txt,-0.450,0.675,-0.525,0.675
Vertical_velocity_35_Source_x_-0.45_Source_y_0.6.txt,-0.450,0.675,-0.450,0.600
Vertical_velocity_35_Source_x_-0.45_Source_y_0.75.txt,-0.450,0.675,-0.450,0.750
Vertical_velocity_35_Source_x_-0.375_Source_y_0.675.txt,-0.450,0.675,-0.375,0.675
mirror_Vertical_velocity_35_Source_x_0.375_Source_y_-0.675.txt,0.450,-0.675,0.375,-0.675
mirror_Vertical_velocity_35_Source_x_0.45_Source_y_-0.75.txt,0.450,-0.675,0.450,-0.750
mirror_Vertical_velocity_35_Source_x_0.45_Source_y_-0.6.txt,0.450,-0.675,0.450,-0.600
mirror_Vertical_velocity_35_Source_x_0.525_Source_y_-0.675.txt,0.450,-0.675,0.525,-0.675
mirror_Vertical_velocity_35_Source_x_0.375_Source_y_0.675.txt,0.450,0.675,0.375,0.675
mirror_Vertical_velocity_35_Source_x_0.45_Source_y_0.6.txt,0.450,0.675,0.450,0.600
mirror_Vertical_velocity_35_Source_x_0.45_Source_y_0.75.txt,0.450,0.675,0.450,0.750
mirror_Vertical_velocity_35_Source_x_0.525_Source_y_0.675.txt,0.450,0.675,0.525,0.675
mirror_Vertical_velocity_36_Source_x_-0.375_Source_y_-0.675.txt,-0.300,-0.675,-0.375,-0.675
mirror_Vertical_velocity_36_Source_x_-0.3_Source_y_-0.75.txt,-0.300,-0.675,-0.300,-0.750
mirror_Vertical_velocity_36_Source_x_-0.3_Source_y_-0.6.txt,-0.300,-0.675,-0.300,-0.600
mirror_Vertical_velocity_36_Source_x_-0.225_Source_y_-0.675.txt,-0.300,-0.675,-0.225,-0.675
Vertical_velocity_36_Source_x_-0.375_Source_y_0.675.txt,-0.300,0.675,-0.375,0.675
Vertical_velocity_36_Source_x_-0.3_Source_y_0.6.txt,-0.300,0.675,-0.300,0.600
Vertical_velocity_36_Source_x_-0.3_Source_y_0.75.txt,-0.300,0.675,-0.300,0.750
Vertical_velocity_36_Source_x_-0.225_Source_y_0.675.txt,-0.300,0.675,-0.225,0.675
mirror_Vertical_velocity_36_Source_x_0.225_Source_y_-0.675.txt,0.300,-0.675,0.225,-0.675
