0.000000000000000000e+00	-1.617530510513216057e-30
3.999999999999998294e-05	-2.533637080722135799e-08
7.999999999999987102e-05	-2.028891483577107990e-06
1.199999999999997591e-04	-6.306796979008702907e-06
1.599999999999996607e-04	-1.364066348016556126e-05
1.999999999999995488e-04	-2.260933122948240325e-05
2.399999999999994369e-04	-3.070969827586497974e-05
2.800000000000003007e-04	-3.529153418946718126e-05
3.200000000000012730e-04	-3.398922676161691926e-05
3.600000000000022453e-04	-2.711333743037834307e-05
4.000000000000032176e-04	-1.646147506653176796e-05
4.400000000000041898e-04	-5.431808329332494590e-06
4.800000000000051621e-04	3.225874556405593604e-06
5.200000000000061344e-04	8.258909959049474399e-06
5.600000000000071067e-04	9.857753479456115594e-06
6.000000000000080790e-04	9.499388615731630580e-06
6.400000000000090512e-04	8.447903720072656776e-06
6.800000000000100235e-04	8.419459134576964766e-06
7.200000000000109958e-04	8.528998402172763296e-06
7.600000000000119681e-04	9.297975276714792739e-06
8.000000000000129403e-04	9.938323151037042457e-06
8.400000000000139126e-04	1.048327092552561142e-05
8.800000000000148849e-04	1.075233130386254307e-05
9.200000000000158572e-04	1.056593977607628739e-05
9.600000000000168295e-04	1.030549100068254446e-05
1.000000000000015200e-03	9.759965232669177019e-06
1.040000000000011835e-03	9.320235760859528644e-06
1.080000000000008471e-03	8.821826104465981417e-06
1.120000000000005106e-03	8.247564747455049549e-06
1.160000000000001742e-03	7.659493024312479133e-06
1.199999999999998377e-03	6.954836541277621174e-06
1.239999999999995012e-03	6.335645611607810009e-06
1.279999999999991648e-03	5.633723417312916502e-06
1.319999999999988283e-03	5.083249057037878745e-06
1.359999999999984919e-03	4.483972000261830423e-06
1.399999999999981554e-03	3.988910696829942243e-06
1.439999999999978190e-03	3.577879785776512711e-06
1.479999999999974825e-03	3.149721317671523303e-06
1.519999999999971461e-03	2.856877259993400988e-06
1.559999999999968096e-03	2.571010899684702759e-06
1.599999999999964732e-03	2.303439071168208253e-06
1.639999999999961367e-03	1.914638349390161948e-06
1.679999999999958003e-03	1.456728139847574063e-06
1.719999999999954638e-03	9.577239544101388841e-07
1.759999999999951274e-03	4.198957619854814585e-07
1.799999999999947909e-03	-1.249242375267092802e-07
1.839999999999944544e-03	-6.640839806386537759e-07
1.879999999999941180e-03	-1.209481920931117569e-06
1.919999999999937815e-03	-1.731992716611132728e-06
1.959999999999935752e-03	-2.103924357080539319e-06
1.999999999999941061e-03	-2.315719937910099549e-06
2.039999999999946370e-03	-2.275683569794351398e-06
2.079999999999951679e-03	-2.002983256784598955e-06
2.119999999999956988e-03	-1.630075283950948098e-06
2.159999999999962297e-03	-1.241454088785454706e-06
2.199999999999967606e-03	-9.853078205516258723e-07
2.239999999999972916e-03	-8.417952872209860094e-07
2.279999999999978225e-03	-7.507885244451547319e-07
2.319999999999983534e-03	-6.898000543695966128e-07
2.359999999999988843e-03	-5.746752151522555105e-07
2.399999999999994152e-03	-4.493938350941156481e-07
2.439999999999999461e-03	-3.570369318618473523e-07
2.480000000000004770e-03	-2.975731953290049408e-07
2.520000000000010079e-03	-2.938910270782347817e-07
2.560000000000015388e-03	-2.877474213236497879e-07
2.600000000000020697e-03	-2.264793971730223979e-07
2.640000000000026006e-03	-1.223740096777152837e-07
2.680000000000031316e-03	-2.822214306748097626e-08
2.720000000000036625e-03	-1.205891551620012279e-09
2.760000000000041934e-03	-1.294337991754058905e-07
2.800000000000047243e-03	-3.632005958299203514e-07
2.840000000000052552e-03	-6.642520349453358874e-07
2.880000000000057861e-03	-9.029203822437608330e-07
2.920000000000063170e-03	-1.048699834276068625e-06
2.960000000000068479e-03	-1.105327630604826090e-06
3.000000000000073788e-03	-1.058514312229336439e-06
3.040000000000079097e-03	-9.472241760665027160e-07
3.080000000000084406e-03	-7.610599184532722983e-07
3.120000000000089715e-03	-5.268270495110426667e-07
3.160000000000095025e-03	-2.531844870878100186e-07
3.200000000000100334e-03	4.565420742240227431e-10
3.240000000000105643e-03	1.582615627031100759e-07
3.280000000000110952e-03	2.135427647028503498e-07
3.320000000000116261e-03	1.343832068649563754e-07
3.360000000000121570e-03	-9.663754713566566995e-09
3.400000000000126879e-03	-1.627071772808874900e-07
3.440000000000132188e-03	-2.734828180631428546e-07
3.480000000000137497e-03	-3.055142999345021930e-07
3.520000000000142806e-03	-2.903394961767460399e-07
3.560000000000148115e-03	-2.272078548050719990e-07
3.600000000000153424e-03	-1.262232259740784664e-07
3.640000000000158734e-03	-3.345799337962773475e-08
3.680000000000164043e-03	9.886686086213925331e-08
3.720000000000169352e-03	2.005023188842672647e-07
3.760000000000174661e-03	2.927635989589857794e-07
3.800000000000179970e-03	3.577798011492310432e-07
3.840000000000185279e-03	3.601928148925514275e-07
3.880000000000190588e-03	3.203039914393542439e-07
3.920000000000195897e-03	2.520972659507477038e-07
3.960000000000201206e-03	1.473291026505224232e-07
4.000000000000206515e-03	6.111842637390838953e-08
4.040000000000211824e-03	-1.423070384406982728e-08
4.080000000000217134e-03	-5.910130017116318090e-08
4.120000000000222443e-03	-3.483073173692519516e-08
4.160000000000227752e-03	1.301732556837169174e-08
4.200000000000233061e-03	7.927100883698951694e-08
4.240000000000238370e-03	1.738792492167268739e-07
4.280000000000243679e-03	2.501842211741372616e-07
4.320000000000248988e-03	3.331837056820507975e-07
4.360000000000254297e-03	4.169497186025533719e-07
4.400000000000259606e-03	5.024882812217590552e-07
4.440000000000264915e-03	6.088980645605941162e-07
4.480000000000270224e-03	6.591372582245938739e-07
4.520000000000275533e-03	6.826551980035753766e-07
4.560000000000280843e-03	6.596406972356219440e-07
4.600000000000286152e-03	5.827635159614847312e-07
